timestamp,open,high,low,close,volume,market_cap
2023-03-28,0.3456,0.3703,0.3427,0.3681,133375435.6,17804295.17
2023-03-29,0.3681,0.39,0.3666,0.3811,190013782.5,36559354.93
2023-03-30,0.3811,0.3876,0.3697,0.3761,147101987.5,26096427.24
2023-03-31,0.3761,0.4093,0.3743,0.3989,250714301.7,38922180.97
2023-04-01,0.3989,0.4031,0.388,0.3919,128780899.9,16463568.75
2023-04-02,0.392,0.3928,0.3756,0.3815,102432795.5,15152948.47
2023-04-03,0.3816,0.405,0.3708,0.3872,234427391.6,39984266.9
2023-04-04,0.3872,0.4,0.3843,0.3894,121167900.7,23268953.17
2023-04-05,0.3895,0.4,0.3868,0.3923,92815719.6,17541459.77
2023-04-06,0.3922,0.3923,0.3763,0.3829,91098737.9,17950959.41
2023-04-07,0.3829,0.3851,0.3756,0.3835,50141413.5,11928395.58
2023-04-08,0.3835,0.3905,0.3804,0.3853,61444908.5,10705916.6
2023-04-09,0.3852,0.393,0.384,0.3894,51708973.8,11001191.94
2023-04-10,0.3893,0.3977,0.3847,0.3971,76308355.7,17548250.37
2023-04-11,0.3971,0.413,0.394,0.4014,143695491.1,34982233.2
2023-04-12,0.4015,0.4075,0.3886,0.4047,138821237.2,28695935.46
2023-04-13,0.4047,0.4288,0.3989,0.4251,173707588.7,41387126.82
2023-04-14,0.4251,0.444,0.4228,0.4381,235318719.5,62597540.74
2023-04-15,0.4381,0.4617,0.4311,0.4522,178424508.6,49986775.47
2023-04-16,0.4521,0.4579,0.4421,0.4513,117211504.6,26608531.72
2023-04-17,0.4512,0.4515,0.431,0.4341,144412169.8,35963335.22
2023-04-18,0.4341,0.448,0.4277,0.4435,99428283.1,30605621.8
2023-04-19,0.4435,0.4435,0.4071,0.4163,193374494.9,56865839.15
2023-04-20,0.4163,0.4221,0.3934,0.4007,161012857.5,37517766.36
2023-04-21,0.4008,0.4071,0.3789,0.3824,158842754.2,38353551.12
2023-04-22,0.3823,0.3989,0.381,0.3956,86625445.5,14144984.74
2023-04-23,0.3956,0.3956,0.38,0.3886,82034708.6,11421184.02
2023-04-24,0.3887,0.3975,0.38,0.3835,104338226.4,11945605.05
2023-04-25,0.3836,0.3954,0.3761,0.3945,97446645.9,16225701.59
2023-04-26,0.3944,0.4193,0.3778,0.4014,189713316.3,34088998.93
2023-04-27,0.4014,0.4186,0.4008,0.4101,154240599.8,22883092.33
2023-04-28,0.41,0.4116,0.3965,0.4043,76492344.4,13213522.76
2023-04-29,0.4044,0.4077,0.3991,0.4024,42315743.6,7052086.84
2023-04-30,0.4025,0.415,0.3944,0.3956,75755751.4,12265957.27
2023-05-01,0.3957,0.3979,0.3801,0.3868,99050070.7,18056939.7
2023-05-02,0.3867,0.3947,0.3816,0.3916,62002108.1,13455984.48
2023-05-03,0.3917,0.3965,0.3784,0.394,102351994.9,18157074.76
2023-05-04,0.3941,0.3964,0.3849,0.3873,57027491.2,9965268.75
2023-05-05,0.3873,0.397,0.3812,0.3942,77772750.3,14269009.73
2023-05-06,0.3941,0.3968,0.3735,0.3787,85459030.9,14596155.56
2023-05-07,0.3787,0.3833,0.3737,0.376,54439977.1,9856882.09
2023-05-08,0.376,0.3796,0.3531,0.3653,137827919.2,23850133.91
2023-05-09,0.3653,0.3705,0.3599,0.3633,78130879.7,12680862.62
2023-05-10,0.3633,0.3729,0.3543,0.3693,150971765.6,29152146.21
2023-05-11,0.3693,0.3696,0.3485,0.3598,98458703.7,20082372.25
2023-05-12,0.3598,0.371,0.3533,0.3705,109723018.6,20224889.06
2023-05-13,0.3705,0.371,0.3622,0.3646,46531257.4,7457069.18
2023-05-14,0.3646,0.373,0.3627,0.3711,41898265.4,7826636.86
2023-05-15,0.371,0.3758,0.3657,0.3669,69018210.5,12133233.76
2023-05-16,0.3669,0.3704,0.3613,0.3682,66128494.6,15602837.37
2023-05-17,0.3683,0.3807,0.3645,0.3755,94403281.2,21723073.3
2023-05-18,0.3755,0.3803,0.3658,0.3714,80420401.0,18069083.25
2023-05-19,0.3713,0.373,0.3658,0.3681,38723441.7,8975975.97
2023-05-20,0.3681,0.3683,0.3628,0.3662,44032296.2,6772474.17
2023-05-21,0.3663,0.3676,0.3566,0.3602,39270367.4,7567804.74
2023-05-22,0.3602,0.3741,0.356,0.3679,62447190.2,12591143.83
2023-05-23,0.3679,0.3757,0.3657,0.3704,47769860.8,10795210.36
2023-05-24,0.3704,0.3706,0.3602,0.3638,57618648.9,13560941.31
2023-05-25,0.3639,0.3648,0.355,0.3581,50137129.0,13327420.18
2023-05-26,0.3582,0.3669,0.3535,0.3626,56982912.1,14127663.05
2023-05-27,0.3626,0.3674,0.3606,0.3667,30122750.7,6102131.57
2023-05-28,0.3667,0.3846,0.3661,0.3828,80053076.5,16200579.67
2023-05-29,0.3828,0.3863,0.3756,0.3786,66769379.2,14586935.31
2023-05-30,0.3786,0.3834,0.3744,0.3779,70137418.8,11625054.5
2023-05-31,0.3779,0.3807,0.37,0.3744,59998056.8,15114855.86
2023-06-01,0.3744,0.3758,0.3608,0.3644,93248479.9,17303472.54
2023-06-02,0.3644,0.3794,0.3619,0.3782,71763680.0,13380576.15
2023-06-03,0.3782,0.3782,0.3729,0.3759,27741856.8,4801441.3
2023-06-04,0.376,0.3819,0.3748,0.3773,41513359.6,7389144.51
2023-06-05,0.3773,0.3791,0.3467,0.3514,112815250.3,24937084.98
2023-06-06,0.3514,0.3569,0.3365,0.3531,90606305.0,23191808.59
2023-06-07,0.353,0.3531,0.3177,0.3223,150728402.3,36166935.65
2023-06-08,0.3223,0.3308,0.3198,0.3228,104686899.3,11626789.1
2023-06-09,0.3229,0.324,0.2902,0.2951,246384470.8,34974846.21
2023-06-10,0.2951,0.2953,0.22,0.2747,254285488.0,70717471.73
2023-06-11,0.2748,0.28,0.259,0.272,262186505.2,21653593.0
2023-06-12,0.2719,0.2865,0.2648,0.2748,222382051.8,16132048.96
2023-06-13,0.2747,0.2896,0.2684,0.2752,156748499.8,15670603.21
2023-06-14,0.2752,0.2773,0.256,0.2633,133531077.0,13139568.02
2023-06-15,0.2634,0.266,0.2525,0.262,140877163.2,12898624.13
2023-06-16,0.2621,0.2675,0.2535,0.2632,89417626.3,9500706.21
2023-06-17,0.2633,0.2737,0.2607,0.2667,88054261.3,6654573.45
2023-06-18,0.2667,0.2691,0.2588,0.261,65212614.6,5177923.55
2023-06-19,0.261,0.2638,0.2571,0.2634,70893812.3,6285944.32
2023-06-20,0.2634,0.2707,0.2522,0.2705,109090810.6,13198758.51
2023-06-21,0.2706,0.289,0.2687,0.2862,189786985.2,21420465.81
2023-06-22,0.2861,0.3049,0.2856,0.2899,167726209.8,18442006.7
2023-06-23,0.2899,0.3028,0.2867,0.2966,117254934.0,13131368.43
2023-06-24,0.2967,0.2975,0.2843,0.2892,88286411.9,8357113.13
2023-06-25,0.2893,0.305,0.2885,0.2921,103164289.5,8585071.61
2023-06-26,0.292,0.2923,0.2766,0.2805,92192313.0,11283454.7
2023-06-27,0.2806,0.2897,0.2775,0.2867,84320347.3,9739499.97
2023-06-28,0.2868,0.2869,0.2599,0.2669,140734583.3,15453747.96
2023-06-29,0.2669,0.2782,0.2664,0.2752,88026541.6,7906539.64
2023-06-30,0.2753,0.2997,0.2672,0.2869,272156267.9,20601684.06
2023-07-01,0.287,0.2938,0.2812,0.2924,88196474.2,8135071.16
2023-07-02,0.2924,0.2939,0.2853,0.2916,74721548.0,6158782.96
2023-07-03,0.2916,0.2993,0.2902,0.2967,71590689.3,9205790.96
2023-07-04,0.2966,0.3016,0.289,0.2924,107425650.5,8573076.18
2023-07-05,0.2924,0.2963,0.2797,0.2839,106289740.4,9584658.12
2023-07-06,0.2839,0.2937,0.2761,0.2784,144527874.2,12645092.26
2023-07-07,0.2783,0.2855,0.2761,0.2844,100178705.4,8437437.5
2023-07-08,0.2844,0.2931,0.2817,0.2907,106202528.4,8960733.74
2023-07-09,0.2907,0.2918,0.283,0.2844,94953544.0,6515137.24
2023-07-10,0.2843,0.2927,0.2781,0.2878,122097011.3,12312576.47
2023-07-11,0.2878,0.2941,0.2874,0.2927,98565787.5,8933555.34
2023-07-12,0.2927,0.2954,0.2848,0.289,77926024.7,9553738.65
2023-07-13,0.289,0.3673,0.2857,0.3567,211285970.7,53584099.97
2023-07-14,0.3567,0.3793,0.316,0.3277,344645916.7,42583906.37
2023-07-15,0.3278,0.3376,0.324,0.326,87463902.2,8511617.6
2023-07-16,0.3261,0.3278,0.312,0.3146,132942159.3,13027913.81
2023-07-17,0.3145,0.3197,0.3055,0.3118,121471436.2,12222405.64
