timestamp,open,high,low,close,volume,market_cap
2025-09-13,924.81,943.86,922.11,933.68,251751.2324,14281247.97
2025-09-14,933.68,944.95,921.91,926.51,159814.975,5898508.22
2025-09-15,926.51,935.72,910.64,919.68,175249.087,8559958.41
2025-09-16,919.68,959.0,916.66,955.65,284918.8385,16183975.4
2025-09-17,955.65,995.44,946.1,989.98,362193.1958,22824789.19
2025-09-18,989.97,1006.88,979.48,981.04,402672.5617,19770924.76
2025-09-19,981.05,1002.99,973.9,984.1,333582.761,10933001.0
2025-09-20,984.1,1048.0,982.9,1043.77,380966.0766,27045365.77
2025-09-21,1043.77,1083.47,1039.2,1047.8,464411.2823,36063351.27
2025-09-22,1047.8,1050.55,976.89,992.9,588730.396,31053897.0
2025-09-23,992.9,1027.37,962.38,1015.98,420071.07,22880972.28
2025-09-24,1015.98,1034.5,991.46,1018.49,363049.882,16473742.96
2025-09-25,1018.49,1019.9,939.55,945.9,635121.254,25740598.09
2025-09-26,945.9,966.23,932.01,960.8,384757.514,13483958.95
2025-09-27,960.81,985.79,955.56,968.45,245246.415,8645327.23
2025-09-28,968.46,993.65,962.68,993.01,188486.48,6886474.63
2025-09-29,993.01,1036.0,991.12,1029.79,291982.5,16523952.78
2025-09-30,1029.79,1034.01,992.93,1008.51,258830.971,8945868.42
2025-10-01,1008.51,1036.2,1003.35,1026.5,269007.811,15283726.96
2025-10-02,1026.5,1099.22,1022.01,1090.22,380679.445,22971696.62
2025-10-03,1090.22,1192.42,1083.84,1189.4,744996.7206,53021082.87
2025-10-04,1189.4,1190.47,1134.93,1150.75,337438.509,21633350.02
2025-10-05,1150.75,1189.0,1143.14,1167.38,306730.178,16136790.9
2025-10-06,1167.38,1239.94,1161.85,1223.19,587477.5601,35170204.78
2025-10-07,1223.17,1349.99,1204.61,1304.43,1351678.4887,98048708.01
2025-10-08,1304.43,1334.19,1264.32,1307.4,826555.123,74819164.21
2025-10-09,1307.4,1320.0,1224.38,1255.35,925627.604,79181291.69
2025-10-10,1255.35,1278.52,860.11,1102.47,988266.4245000001,76127420.31
2025-10-11,1102.57,1182.76,1073.0,1135.07,1050905.245,60982048.29
2025-10-12,1135.07,1319.8,1107.43,1302.65,1205248.016,87779703.03
2025-10-13,1302.65,1375.11,1251.28,1294.55,1039274.593,65343417.01
2025-10-14,1294.54,1318.26,1143.01,1208.52,873301.1699999999,70169988.47
2025-10-15,1208.55,1222.76,1148.92,1162.57,707327.747,37016158.78
2025-10-16,1162.57,1195.0,1122.31,1144.83,716826.497,32195441.42
2025-10-17,1144.83,1156.3,1021.0,1071.15,1066221.771,43294503.02
2025-10-18,1071.15,1131.05,1069.41,1092.43,419996.517,17839057.7
2025-10-19,1092.42,1133.76,1068.04,1109.88,409987.572,21173480.77
2025-10-20,1109.88,1143.2,1088.19,1100.19,481311.055,24176294.92
2025-10-21,1100.2,1114.53,1052.46,1057.16,541524.501,15284823.18
2025-10-22,1057.16,1083.8,1053.25,1071.82,397249.062,13945128.39
2025-10-23,1071.83,1161.9,1071.83,1126.72,774946.718,77918914.41
2025-10-24,1126.71,1144.17,1097.39,1109.01,342712.642,14589269.3
2025-10-25,1109.0,1120.89,1100.96,1116.53,162716.583,7284208.95
2025-10-26,1116.53,1143.35,1114.48,1138.19,240939.545,12113789.63
2025-10-27,1138.19,1182.6,1131.44,1138.88,494467.695,23498574.5
2025-10-28,1138.88,1148.94,1074.0,1103.45,351579.17,580232996.7
2025-10-29,1103.45,1121.35,1082.59,1107.7,459713.496,116576740.13
2025-10-30,1107.7,1129.55,1043.48,1079.05,508291.657,26162698.54
2025-10-31,1079.06,1104.93,1071.43,1088.9,537669.646,14935725.97
2025-11-01,1088.9,1096.93,1081.8,1094.53,163493.548,6611380.88
